"","covol"
"2005-11-07",0.533588820192148
"2005-11-08",3.52489749275313e-05
"2005-11-09",0.225641505997688
"2005-11-10",2.45989972235596
"2005-11-11",3.52489749275313e-05
"2005-11-14",3.52489749275313e-05
"2005-11-15",3.52489749275313e-05
"2005-11-16",0.945057791508873
"2005-11-17",3.52489749275313e-05
"2005-11-18",3.52489749275313e-05
"2005-11-21",0.613195986047221
"2005-11-22",0.202122339832748
"2005-11-23",2.54375885977414
"2005-11-24",5.91173174050816
"2005-11-25",3.52489749275313e-05
"2005-11-28",1.42968956974754
"2005-11-29",3.52489749275313e-05
"2005-11-30",0.802109592690835
"2005-12-01",3.12830055782281
"2005-12-02",3.52489749275313e-05
"2005-12-05",3.52489749275313e-05
"2005-12-06",3.52489749275313e-05
"2005-12-07",3.52489749275313e-05
"2005-12-08",3.52489749275313e-05
"2005-12-09",3.52489749275313e-05
"2005-12-12",3.52489749275313e-05
"2005-12-13",3.52489749275313e-05
"2005-12-14",3.52489749275313e-05
"2005-12-15",3.52489749275313e-05
"2005-12-16",3.38162899329408
"2005-12-19",3.52489749275313e-05
"2005-12-20",3.52489749275313e-05
"2005-12-21",1.8568393277362
"2005-12-22",0.854607490220356
"2005-12-23",0.0616274790218363
"2005-12-28",3.52489749275313e-05
"2005-12-29",3.52489749275313e-05
"2005-12-30",3.52489749275313e-05
"2006-01-03",3.22265975787767
"2006-01-04",3.52489749275313e-05
"2006-01-05",3.52489749275313e-05
"2006-01-06",4.85668043726009
"2006-01-09",3.52489749275313e-05
"2006-01-10",3.52489749275313e-05
"2006-01-11",3.52489749275313e-05
"2006-01-12",3.52489749275313e-05
"2006-01-13",3.52489749275313e-05
"2006-01-16",0.52077634924014
"2006-01-17",0.317097050498739
"2006-01-18",1.87414732641893
"2006-01-19",4.23893568844319
"2006-01-20",2.20997515541675
"2006-01-23",0.525170762250285
"2006-01-24",3.52489749275313e-05
"2006-01-25",0.435605541964369
"2006-01-26",0.158384434673476
"2006-01-27",3.52489749275313e-05
"2006-01-30",3.52489749275313e-05
"2006-01-31",3.52489749275313e-05
"2006-02-01",2.46899666922588
"2006-02-02",3.52489749275313e-05
"2006-02-03",3.52489749275313e-05
"2006-02-06",0.94163750967353
"2006-02-07",10.5408403781541
"2006-02-08",0.0144416890527606
"2006-02-09",0.216376385561663
"2006-02-10",1.55291304209347
"2006-02-13",2.09866795606169
"2006-02-14",0.530163177323573
"2006-02-15",3.09560741571021
"2006-02-16",2.24263802458105
"2006-02-17",3.52489749275313e-05
"2006-02-20",2.9437886244042
"2006-02-21",3.52489749275313e-05
"2006-02-22",0.553901119846814
"2006-02-23",3.52489749275313e-05
"2006-02-24",0.00528696568207183
"2006-02-27",2.57557954515088
"2006-02-28",3.52489749275313e-05
"2006-03-01",1.10756938706256
"2006-03-02",0.799475736729336
"2006-03-03",3.52489749275313e-05
"2006-03-06",4.54096768947594
"2006-03-07",0.285502916095624
"2006-03-08",3.52489749275313e-05
"2006-03-09",3.52489749275313e-05
"2006-03-10",3.52489749275313e-05
"2006-03-13",3.52489749275313e-05
"2006-03-14",0.168332609126792
"2006-03-15",0.0227665894365833
"2006-03-16",1.43217881827738
"2006-03-17",3.52489749275313e-05
"2006-03-20",3.55586126190297
"2006-03-21",3.52489749275313e-05
"2006-03-22",3.52489749275313e-05
"2006-03-23",3.52489749275313e-05
"2006-03-24",0.0891812509596108
"2006-03-27",3.52489749275313e-05
"2006-03-28",0.637132006319702
"2006-03-29",2.24933376613486
"2006-03-30",0.980376645421733
"2006-03-31",3.52489749275313e-05
"2006-04-03",0.719090982326194
"2006-04-04",3.52489749275313e-05
"2006-04-05",0.447895065187679
"2006-04-06",3.52489749275313e-05
"2006-04-07",1.32727298958157
"2006-04-10",3.52489749275313e-05
"2006-04-11",1.02663173735464
"2006-04-12",3.52489749275313e-05
"2006-04-13",3.52489749275313e-05
"2006-04-17",3.52489749275313e-05
"2006-04-18",2.52620052747586
"2006-04-19",3.52489749275313e-05
"2006-04-20",2.78196674362255
"2006-04-21",0.391996779593401
"2006-04-24",0.0970223312191841
"2006-04-25",3.52489749275313e-05
"2006-04-26",0.645374506137336
"2006-04-27",2.00901778369895
"2006-04-28",3.35623515240917
"2006-05-01",0.0658513741182789
"2006-05-02",3.52489749275313e-05
"2006-05-03",3.52489749275313e-05
"2006-05-04",2.40973421592429
"2006-05-05",0.765401204589764
"2006-05-08",3.52489749275313e-05
"2006-05-09",2.79154308880236
"2006-05-10",3.52489749275313e-05
"2006-05-11",3.56920426501179
"2006-05-12",4.09605338560827
"2006-05-15",6.6279572640422
"2006-05-16",3.52489749275313e-05
"2006-05-17",0.656847637298153
"2006-05-18",3.52489749275313e-05
"2006-05-19",3.52489749275313e-05
"2006-05-23",0.668358864026256
"2006-05-24",0.977270928872819
"2006-05-25",2.28959662114947
"2006-05-26",3.52489749275313e-05
"2006-05-29",3.52489749275313e-05
"2006-05-30",0.813371617876911
"2006-05-31",3.52489749275313e-05
"2006-06-01",3.52489749275313e-05
"2006-06-02",3.52489749275313e-05
"2006-06-05",1.49840767856213
"2006-06-06",3.52489749275313e-05
"2006-06-07",2.50455560929249
"2006-06-08",3.52489749275313e-05
"2006-06-09",3.52489749275313e-05
"2006-06-12",3.45094827533632
"2006-06-13",2.14273288920205
"2006-06-14",6.87678218504479
"2006-06-15",3.67328701891086
"2006-06-16",3.52489749275313e-05
"2006-06-19",2.22925297106791
"2006-06-20",3.52489749275313e-05
"2006-06-21",0.0819272456878748
"2006-06-22",3.52489749275313e-05
"2006-06-23",0.329594317489962
"2006-06-26",3.52489749275313e-05
"2006-06-27",0.400908013002463
"2006-06-28",3.52489749275313e-05
"2006-06-29",3.42556561346632
"2006-06-30",3.52489749275313e-05
"2006-07-04",3.52489749275313e-05
"2006-07-05",3.52489749275313e-05
"2006-07-06",3.52489749275313e-05
"2006-07-07",3.52489749275313e-05
"2006-07-10",3.52489749275313e-05
"2006-07-11",0.687503932217303
"2006-07-12",3.52489749275313e-05
"2006-07-13",3.23850313551374
"2006-07-14",3.52489749275313e-05
"2006-07-17",0.605419683561696
"2006-07-18",3.52489749275313e-05
"2006-07-19",1.37962243814939
"2006-07-20",0.783313246849145
"2006-07-21",3.52489749275313e-05
"2006-07-24",5.17524758551305
"2006-07-25",0.134820427868298
"2006-07-26",3.52489749275313e-05
"2006-07-27",0.367704910651846
"2006-07-28",3.52489749275313e-05
"2006-07-31",3.52489749275313e-05
"2006-08-01",3.52489749275313e-05
"2006-08-02",0.800235084344584
"2006-08-03",3.52489749275313e-05
"2006-08-04",3.52489749275313e-05
"2006-08-08",3.52489749275313e-05
"2006-08-09",3.52489749275313e-05
"2006-08-10",3.52489749275313e-05
"2006-08-11",3.52489749275313e-05
"2006-08-14",0.888797781263071
"2006-08-15",1.79068427767713
"2006-08-16",3.52489749275313e-05
"2006-08-17",3.05804353518806
"2006-08-18",3.52489749275313e-05
"2006-08-21",2.59178332909369
"2006-08-22",3.52489749275313e-05
"2006-08-23",3.52489749275313e-05
"2006-08-24",3.52489749275313e-05
"2006-08-25",3.52489749275313e-05
"2006-08-28",3.52489749275313e-05
"2006-08-29",0.939549629542252
"2006-08-30",3.52489749275313e-05
"2006-08-31",9.60950955565006
"2006-09-01",3.52489749275313e-05
"2006-09-05",0.828539439104412
"2006-09-06",5.07107381638051
"2006-09-07",3.52489749275313e-05
"2006-09-08",3.52489749275313e-05
"2006-09-11",8.44870756625111
"2006-09-12",0.736144527913091
"2006-09-13",0.213745912099642
"2006-09-14",1.58483548764853
"2006-09-15",3.52489749275313e-05
"2006-09-18",0.605481145023788
"2006-09-19",0.749687694376131
"2006-09-20",0.728153007260047
"2006-09-21",3.52489749275313e-05
"2006-09-22",3.52489749275313e-05
"2006-09-25",0.768090829479758
"2006-09-26",3.58543519727979
"2006-09-27",0.790582828269197
"2006-09-28",0.507881855689446
"2006-09-29",2.5714711635067
"2006-10-02",1.85369470336056
"2006-10-03",7.58449481542797
"2006-10-04",3.52489749275313e-05
"2006-10-05",1.69423069843334
"2006-10-06",3.52489749275313e-05
"2006-10-10",3.52489749275313e-05
"2006-10-11",0.780175155259152
"2006-10-12",3.52489749275313e-05
"2006-10-13",1.69501323011454
"2006-10-16",0.966992926278061
"2006-10-17",3.52489749275313e-05
"2006-10-18",3.52489749275313e-05
"2006-10-19",1.55914296986366
"2006-10-20",3.52489749275313e-05
"2006-10-23",3.52489749275313e-05
"2006-10-24",3.52489749275313e-05
"2006-10-25",0.437202868615324
"2006-10-26",3.52489749275313e-05
"2006-10-27",0.0846686278722669
"2006-10-30",0.0696020319055358
"2006-10-31",3.52489749275313e-05
"2006-11-01",10.1651765004361
"2006-11-02",4.30879005608547
"2006-11-03",0.988323603904343
"2006-11-06",0.0611960134701881
"2006-11-07",0.183329106862919
"2006-11-08",3.52489749275313e-05
"2006-11-09",3.52489749275313e-05
"2006-11-10",3.52489749275313e-05
"2006-11-13",3.52489749275313e-05
"2006-11-14",3.52489749275313e-05
"2006-11-15",0.560940021127321
"2006-11-16",1.78906464273418
"2006-11-17",3.52489749275313e-05
"2006-11-20",3.52489749275313e-05
"2006-11-21",1.71803570823729
"2006-11-22",3.52489749275313e-05
"2006-11-23",3.52489749275313e-05
"2006-11-24",3.52489749275313e-05
"2006-11-27",0.619897793168103
"2006-11-28",3.52489749275313e-05
"2006-11-29",2.09346441753764
"2006-11-30",0.987469705084581
"2006-12-01",3.52489749275313e-05
"2006-12-04",0.469614180427727
"2006-12-05",0.095330349560426
"2006-12-06",3.52489749275313e-05
"2006-12-07",3.52489749275313e-05
"2006-12-08",3.52489749275313e-05
"2006-12-11",3.52489749275313e-05
"2006-12-12",0.155361775969815
"2006-12-13",3.52489749275313e-05
"2006-12-14",1.72211355718099
"2006-12-15",0.832590808662366
"2006-12-18",1.24083784861307
"2006-12-19",3.52489749275313e-05
"2006-12-20",3.52489749275313e-05
"2006-12-21",0.567108947442374
"2006-12-22",1.30498406166897
"2006-12-27",2.11316822373868
"2006-12-28",3.52489749275313e-05
"2006-12-29",3.52489749275313e-05
"2007-01-02",3.52489749275313e-05
"2007-01-03",10.7407299500552
"2007-01-04",5.3395620888434
"2007-01-05",3.52489749275313e-05
"2007-01-08",3.52489749275313e-05
"2007-01-09",1.63386928745815
"2007-01-10",0.876927991124599
"2007-01-11",3.52489749275313e-05
"2007-01-12",1.19025370128539
"2007-01-15",3.52489749275313e-05
"2007-01-16",3.52489749275313e-05
"2007-01-17",3.52489749275313e-05
"2007-01-18",0.817807471908864
"2007-01-19",3.52489749275313e-05
"2007-01-22",3.52489749275313e-05
"2007-01-23",4.23682896250623
"2007-01-24",3.52489749275313e-05
"2007-01-25",0.0439828603589099
"2007-01-26",3.52489749275313e-05
"2007-01-29",3.52489749275313e-05
"2007-01-30",3.52489749275313e-05
"2007-01-31",3.52489749275313e-05
"2007-02-01",3.52489749275313e-05
"2007-02-02",0.363413485325259
"2007-02-05",3.52489749275313e-05
"2007-02-06",3.52489749275313e-05
"2007-02-07",3.52489749275313e-05
"2007-02-08",3.52489749275313e-05
"2007-02-09",0.470462940457735
"2007-02-12",3.52489749275313e-05
"2007-02-13",1.23127418855333
"2007-02-14",3.52489749275313e-05
"2007-02-15",1.07396075737879
"2007-02-16",3.52489749275313e-05
"2007-02-19",3.52489749275313e-05
"2007-02-20",0.168407456060909
"2007-02-21",3.52489749275313e-05
"2007-02-22",3.52489749275313e-05
"2007-02-23",3.52489749275313e-05
"2007-02-26",3.52489749275313e-05
"2007-02-27",19.4235418173683
"2007-02-28",1.025675303938
"2007-03-01",3.52489749275313e-05
"2007-03-02",1.90121736982628
"2007-03-05",2.78681853334716
"2007-03-06",0.599773902362804
"2007-03-07",0.0867309341138124
"2007-03-08",3.52489749275313e-05
"2007-03-09",3.52489749275313e-05
"2007-03-12",3.52489749275313e-05
"2007-03-13",2.64830298917685
"2007-03-14",0.712704281048017
"2007-03-15",3.52489749275313e-05
"2007-03-16",3.52489749275313e-05
"2007-03-19",1.06132133057314
"2007-03-20",3.52489749275313e-05
"2007-03-21",0.303914163280826
"2007-03-22",1.7296777219369
"2007-03-23",3.52489749275313e-05
"2007-03-26",3.52489749275313e-05
"2007-03-27",1.28258006092245
"2007-03-28",3.52489749275313e-05
"2007-03-29",3.52489749275313e-05
"2007-03-30",3.52489749275313e-05
"2007-04-02",3.52489749275313e-05
"2007-04-03",0.243011513609451
"2007-04-04",3.52489749275313e-05
"2007-04-05",3.52489749275313e-05
"2007-04-09",3.52489749275313e-05
"2007-04-10",0.122501928849373
"2007-04-11",3.52489749275313e-05
"2007-04-12",1.82649863717615
"2007-04-13",0.893424657794965
"2007-04-16",3.52489749275313e-05
"2007-04-17",3.52489749275313e-05
"2007-04-18",0.319446929686678
"2007-04-19",2.01563161637918
"2007-04-20",3.52489749275313e-05
"2007-04-23",0.1977518881085
"2007-04-24",0.215037250914564
"2007-04-25",0.164180501258921
"2007-04-26",3.52489749275313e-05
"2007-04-27",3.52489749275313e-05
"2007-04-30",4.38481067377058
"2007-05-01",0.86790952113381
"2007-05-02",2.11271953414244
"2007-05-03",1.34921397725469
"2007-05-04",3.52489749275313e-05
"2007-05-07",4.77184190458015
"2007-05-08",3.52489749275313e-05
"2007-05-09",3.52489749275313e-05
"2007-05-10",3.52489749275313e-05
"2007-05-11",1.01552431185302
"2007-05-14",0.939549179585464
"2007-05-15",3.52489749275313e-05
"2007-05-16",0.178200492940771
"2007-05-17",0.55103331891495
"2007-05-18",3.52489749275313e-05
"2007-05-22",0.057573423876507
"2007-05-23",3.52489749275313e-05
"2007-05-24",6.15730968219158
"2007-05-25",3.52489749275313e-05
"2007-05-28",3.52489749275313e-05
"2007-05-29",0.0247142180672632
"2007-05-30",0.247227137078552
"2007-05-31",0.445133954318945
"2007-06-01",3.52489749275313e-05
"2007-06-04",1.29935557070169
"2007-06-05",3.52489749275313e-05
"2007-06-06",2.0535366778752
"2007-06-07",1.61828374098993
"2007-06-08",0.799828262198796
"2007-06-11",3.52489749275313e-05
"2007-06-12",0.33812202224028
"2007-06-13",0.618247840957427
"2007-06-14",3.09323979151576
"2007-06-15",3.52489749275313e-05
"2007-06-18",3.52489749275313e-05
"2007-06-19",0.509508733959858
"2007-06-20",0.517533976090931
"2007-06-21",0.90083591381905
"2007-06-22",0.407876819862116
"2007-06-25",0.76330707259767
"2007-06-26",2.57276208486231
"2007-06-27",3.52489749275313e-05
"2007-06-28",3.52489749275313e-05
"2007-06-29",7.47085585419969
"2007-07-03",2.10514473497298
"2007-07-04",3.52489749275313e-05
"2007-07-05",3.52489749275313e-05
"2007-07-06",3.52489749275313e-05
"2007-07-09",3.52489749275313e-05
"2007-07-10",3.52489749275313e-05
"2007-07-11",3.52489749275313e-05
"2007-07-12",2.59206803770555
"2007-07-13",0.110416848599378
"2007-07-16",0.412783681282534
"2007-07-17",3.52489749275313e-05
"2007-07-18",0.934151130186929
"2007-07-19",3.52489749275313e-05
"2007-07-20",0.189076014024629
"2007-07-23",3.52489749275313e-05
"2007-07-24",6.42660061729878
"2007-07-25",1.86755748984945
"2007-07-26",1.13972029257862
"2007-07-27",3.52489749275313e-05
"2007-07-30",3.56152503068053
"2007-07-31",0.714394444452976
"2007-08-01",0.2747966410997
"2007-08-02",3.52489749275313e-05
"2007-08-03",6.62259091454671
"2007-08-07",3.81247586328008
"2007-08-08",0.449042647102823
"2007-08-09",2.39125544930945
"2007-08-10",3.52489749275313e-05
"2007-08-13",1.53897984422549
"2007-08-14",0.457898082072049
"2007-08-15",2.45398253480519
"2007-08-16",5.80805597098842
"2007-08-17",2.38946038166681
"2007-08-20",0.198086773449171
"2007-08-21",1.88858954135335
"2007-08-22",0.314488770699243
"2007-08-23",3.52489749275313e-05
"2007-08-24",3.52489749275313e-05
"2007-08-27",3.52489749275313e-05
"2007-08-28",1.30303353986218
"2007-08-29",1.64113307016602
"2007-08-30",3.52489749275313e-05
"2007-08-31",1.07423286680098
"2007-09-04",3.52489749275313e-05
"2007-09-05",3.52489749275313e-05
"2007-09-06",1.97180464747587
"2007-09-07",3.52489749275313e-05
"2007-09-10",3.52489749275313e-05
"2007-09-11",3.52489749275313e-05
"2007-09-12",3.52489749275313e-05
"2007-09-13",1.02051624805567
"2007-09-14",3.52489749275313e-05
"2007-09-17",3.52489749275313e-05
"2007-09-18",0.917600923375946
"2007-09-19",2.48433068702289
"2007-09-20",2.83370065309205
"2007-09-21",3.52489749275313e-05
"2007-09-24",3.52489749275313e-05
"2007-09-25",3.52489749275313e-05
"2007-09-26",0.0884448706697418
"2007-09-27",3.52489749275313e-05
"2007-09-28",3.52489749275313e-05
"2007-10-01",0.510720653222226
"2007-10-02",3.52489749275313e-05
"2007-10-03",0.154389187980176
"2007-10-04",3.52489749275313e-05
"2007-10-05",2.62653821750336
"2007-10-09",1.53964174959306
"2007-10-10",3.52489749275313e-05
"2007-10-11",0.0665981288276871
"2007-10-12",0.963066820004134
"2007-10-15",0.829787943993301
"2007-10-16",1.34512625914495
"2007-10-17",0.355663048330073
"2007-10-18",1.17864767531393
"2007-10-19",5.73444947596512
"2007-10-22",1.86359384949221
"2007-10-23",3.52489749275313e-05
"2007-10-24",3.52489749275313e-05
"2007-10-25",2.40332246983044
"2007-10-26",2.73194464925572
"2007-10-29",0.867347804103315
"2007-10-30",2.96144528295087
"2007-10-31",1.97408600432087
"2007-11-01",1.54720979316522
"2007-11-02",0.158569508435729
"2007-11-05",3.52489749275313e-05
"2007-11-06",3.09229893922431
"2007-11-07",3.11843523408547
"2007-11-08",3.52489749275313e-05
"2007-11-09",0.675262073011669
"2007-11-12",10.1555769749876
"2007-11-13",1.23594182035132
"2007-11-14",3.52489749275313e-05
"2007-11-15",0.921595410790835
"2007-11-16",3.52489749275313e-05
"2007-11-19",1.42921809534991
"2007-11-20",2.68174594680391
"2007-11-21",0.153874950232274
"2007-11-22",3.52489749275313e-05
"2007-11-23",3.52489749275313e-05
"2007-11-26",0.97811220657029
"2007-11-27",7.14533418002533
"2007-11-28",3.56879086019122
"2007-11-29",3.52489749275313e-05
"2007-11-30",5.58546077217395
"2007-12-03",3.52489749275313e-05
"2007-12-04",3.52489749275313e-05
"2007-12-05",3.52489749275313e-05
"2007-12-06",1.20914143568909
"2007-12-07",3.52489749275313e-05
"2007-12-10",3.52489749275313e-05
"2007-12-11",1.02942718969194
"2007-12-12",3.52489749275313e-05
"2007-12-13",0.188706986013509
"2007-12-14",3.52489749275313e-05
"2007-12-17",4.54786128869866
"2007-12-18",3.52489749275313e-05
"2007-12-19",3.52489749275313e-05
"2007-12-20",3.52489749275313e-05
"2007-12-21",2.96209735001101
"2007-12-24",3.52489749275313e-05
"2007-12-27",3.52489749275313e-05
"2007-12-28",3.52489749275313e-05
"2007-12-31",0.699093496320554
"2008-01-02",4.42298006023338
"2008-01-03",3.52489749275313e-05
"2008-01-04",2.59683264695894
"2008-01-07",0.744536178042476
"2008-01-08",0.48471196398654
"2008-01-09",1.48562348130566
"2008-01-10",0.672860211121364
"2008-01-11",0.287860836550192
"2008-01-14",1.44212533271955
"2008-01-15",4.48282458263077
"2008-01-16",1.4560871170277
"2008-01-17",1.77398691548092
"2008-01-18",3.52489749275313e-05
"2008-01-21",5.74341457281902
"2008-01-22",5.93360046529025
"2008-01-23",7.97277436369939
"2008-01-24",2.59402540171842
"2008-01-25",3.52489749275313e-05
"2008-01-28",3.52489749275313e-05
"2008-01-29",3.52489749275313e-05
"2008-01-30",3.52489749275313e-05
"2008-01-31",3.52489749275313e-05
"2008-02-01",0.383275118312193
"2008-02-04",3.52489749275313e-05
"2008-02-05",1.60356410832079
"2008-02-06",1.6680200589875
"2008-02-07",3.52489749275313e-05
"2008-02-08",0.277360739628314
"2008-02-11",3.52489749275313e-05
"2008-02-12",3.52489749275313e-05
"2008-02-13",3.72707450681264
"2008-02-14",3.52489749275313e-05
"2008-02-15",3.52489749275313e-05
"2008-02-19",2.04535206046565
"2008-02-20",3.52489749275313e-05
"2008-02-21",3.52489749275313e-05
"2008-02-22",3.52489749275313e-05
"2008-02-25",0.0856031878952127
"2008-02-26",3.52489749275313e-05
"2008-02-27",0.0676859823193286
"2008-02-28",1.46970674716587
"2008-02-29",3.07066167915105
"2008-03-03",2.87456022454607
"2008-03-04",3.52489749275313e-05
"2008-03-05",3.52489749275313e-05
"2008-03-06",4.35834191084177
"2008-03-07",0.0821986248320862
"2008-03-10",2.19650627702902
